Original_Image,Distorted_Image_Path,Distortion_Type,Ground_Truth
car_218.jpg,KSA_License_Plate_Project/Dirty/car_218.jpg,Dirty,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Occlusion/car_218.jpg,Occlusion,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Rotation/car_218.jpg,Rotation,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Tilted/car_218.jpg,Tilted,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Low_Res/car_218.jpg,Low_Res,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Low_Light/car_218.jpg,Low_Light,1235 SVB
car_218.jpg,KSA_License_Plate_Project/Over_Exposed/car_218.jpg,Over_Exposed,1235 SVB
car_192.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_192.jpg,Gaussian_Blur,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Motion_Blur/car_192.jpg,Motion_Blur,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Dirty/car_192.jpg,Dirty,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Occlusion/car_192.jpg,Occlusion,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Rotation/car_192.jpg,Rotation,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Tilted/car_192.jpg,Tilted,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Low_Res/car_192.jpg,Low_Res,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Low_Light/car_192.jpg,Low_Light,3382 ETD
car_192.jpg,KSA_License_Plate_Project/Over_Exposed/car_192.jpg,Over_Exposed,3382 ETD
car_362.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_362.jpg,Gaussian_Blur,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Motion_Blur/car_362.jpg,Motion_Blur,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Dirty/car_362.jpg,Dirty,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Occlusion/car_362.jpg,Occlusion,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Rotation/car_362.jpg,Rotation,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Tilted/car_362.jpg,Tilted,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Low_Res/car_362.jpg,Low_Res,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Low_Light/car_362.jpg,Low_Light,2939 NAJ
car_362.jpg,KSA_License_Plate_Project/Over_Exposed/car_362.jpg,Over_Exposed,2939 NAJ
car_197.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_197.jpg,Gaussian_Blur,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Motion_Blur/car_197.jpg,Motion_Blur,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Dirty/car_197.jpg,Dirty,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Occlusion/car_197.jpg,Occlusion,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Rotation/car_197.jpg,Rotation,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Tilted/car_197.jpg,Tilted,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Low_Res/car_197.jpg,Low_Res,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Low_Light/car_197.jpg,Low_Light,8928 VBD
car_197.jpg,KSA_License_Plate_Project/Over_Exposed/car_197.jpg,Over_Exposed,8928 VBD
car_225.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_225.jpg,Gaussian_Blur,1 BHV
car_225.jpg,KSA_License_Plate_Project/Motion_Blur/car_225.jpg,Motion_Blur,1 BHV
car_225.jpg,KSA_License_Plate_Project/Dirty/car_225.jpg,Dirty,1 BHV
car_225.jpg,KSA_License_Plate_Project/Occlusion/car_225.jpg,Occlusion,1 BHV
car_225.jpg,KSA_License_Plate_Project/Rotation/car_225.jpg,Rotation,1 BHV
car_225.jpg,KSA_License_Plate_Project/Tilted/car_225.jpg,Tilted,1 BHV
car_225.jpg,KSA_License_Plate_Project/Low_Res/car_225.jpg,Low_Res,1 BHV
car_225.jpg,KSA_License_Plate_Project/Low_Light/car_225.jpg,Low_Light,1 BHV
car_225.jpg,KSA_License_Plate_Project/Over_Exposed/car_225.jpg,Over_Exposed,1 BHV
car_202.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_202.jpg,Gaussian_Blur,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Motion_Blur/car_202.jpg,Motion_Blur,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Dirty/car_202.jpg,Dirty,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Occlusion/car_202.jpg,Occlusion,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Rotation/car_202.jpg,Rotation,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Tilted/car_202.jpg,Tilted,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Low_Res/car_202.jpg,Low_Res,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Low_Light/car_202.jpg,Low_Light,4009 LBJ
car_202.jpg,KSA_License_Plate_Project/Over_Exposed/car_202.jpg,Over_Exposed,4009 LBJ
car_208.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_208.jpg,Gaussian_Blur,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Motion_Blur/car_208.jpg,Motion_Blur,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Dirty/car_208.jpg,Dirty,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Occlusion/car_208.jpg,Occlusion,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Rotation/car_208.jpg,Rotation,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Tilted/car_208.jpg,Tilted,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Low_Res/car_208.jpg,Low_Res,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Low_Light/car_208.jpg,Low_Light,3769 UKJ 
car_208.jpg,KSA_License_Plate_Project/Over_Exposed/car_208.jpg,Over_Exposed,3769 UKJ 
car_175.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_175.jpg,Gaussian_Blur,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Motion_Blur/car_175.jpg,Motion_Blur,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Dirty/car_175.jpg,Dirty,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Occlusion/car_175.jpg,Occlusion,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Rotation/car_175.jpg,Rotation,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Tilted/car_175.jpg,Tilted,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Low_Res/car_175.jpg,Low_Res,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Low_Light/car_175.jpg,Low_Light,6146 BHA 
car_175.jpg,KSA_License_Plate_Project/Over_Exposed/car_175.jpg,Over_Exposed,6146 BHA 
car_187.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_187.jpg,Gaussian_Blur,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Motion_Blur/car_187.jpg,Motion_Blur,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Dirty/car_187.jpg,Dirty,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Occlusion/car_187.jpg,Occlusion,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Rotation/car_187.jpg,Rotation,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Tilted/car_187.jpg,Tilted,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Low_Res/car_187.jpg,Low_Res,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Low_Light/car_187.jpg,Low_Light,3949 BSJ 
car_187.jpg,KSA_License_Plate_Project/Over_Exposed/car_187.jpg,Over_Exposed,3949 BSJ 
car_211.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_211.jpg,Gaussian_Blur,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Motion_Blur/car_211.jpg,Motion_Blur,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Dirty/car_211.jpg,Dirty,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Occlusion/car_211.jpg,Occlusion,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Rotation/car_211.jpg,Rotation,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Tilted/car_211.jpg,Tilted,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Low_Res/car_211.jpg,Low_Res,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Low_Light/car_211.jpg,Low_Light,3903 BSJ 
car_211.jpg,KSA_License_Plate_Project/Over_Exposed/car_211.jpg,Over_Exposed,3903 BSJ 
car_174.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_174.jpg,Gaussian_Blur,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Motion_Blur/car_174.jpg,Motion_Blur,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Dirty/car_174.jpg,Dirty,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Occlusion/car_174.jpg,Occlusion,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Rotation/car_174.jpg,Rotation,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Tilted/car_174.jpg,Tilted,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Low_Res/car_174.jpg,Low_Res,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Low_Light/car_174.jpg,Low_Light,8492 BHA 
car_174.jpg,KSA_License_Plate_Project/Over_Exposed/car_174.jpg,Over_Exposed,8492 BHA 
car_191.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_191.jpg,Gaussian_Blur,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Motion_Blur/car_191.jpg,Motion_Blur,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Dirty/car_191.jpg,Dirty,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Occlusion/car_191.jpg,Occlusion,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Rotation/car_191.jpg,Rotation,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Tilted/car_191.jpg,Tilted,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Low_Res/car_191.jpg,Low_Res,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Low_Light/car_191.jpg,Low_Light,4682 VKD 
car_191.jpg,KSA_License_Plate_Project/Over_Exposed/car_191.jpg,Over_Exposed,4682 VKD 
car_205.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_205.jpg,Gaussian_Blur,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Motion_Blur/car_205.jpg,Motion_Blur,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Dirty/car_205.jpg,Dirty,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Occlusion/car_205.jpg,Occlusion,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Rotation/car_205.jpg,Rotation,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Tilted/car_205.jpg,Tilted,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Low_Res/car_205.jpg,Low_Res,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Low_Light/car_205.jpg,Low_Light,8597 UXD 
car_205.jpg,KSA_License_Plate_Project/Over_Exposed/car_205.jpg,Over_Exposed,8597 UXD 
car_176.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_176.jpg,Gaussian_Blur,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Motion_Blur/car_176.jpg,Motion_Blur,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Dirty/car_176.jpg,Dirty,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Occlusion/car_176.jpg,Occlusion,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Rotation/car_176.jpg,Rotation,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Tilted/car_176.jpg,Tilted,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Low_Res/car_176.jpg,Low_Res,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Low_Light/car_176.jpg,Low_Light,4062 VTJ 
car_176.jpg,KSA_License_Plate_Project/Over_Exposed/car_176.jpg,Over_Exposed,4062 VTJ 
car_365.jpg,KSA_License_Plate_Project/Gaussian_Blur/car_365.jpg,Gaussian_Blur,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Motion_Blur/car_365.jpg,Motion_Blur,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Dirty/car_365.jpg,Dirty,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Occlusion/car_365.jpg,Occlusion,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Rotation/car_365.jpg,Rotation,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Tilted/car_365.jpg,Tilted,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Low_Res/car_365.jpg,Low_Res,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Low_Light/car_365.jpg,Low_Light,555 XVM 
car_365.jpg,KSA_License_Plate_Project/Over_Exposed/car_365.jpg,Over_Exposed,555 XVM 
